t,nArrived,meanWaitingTime,meanTimeLoss,meanTravelTime
59895,2,134.5,190.31,336.0
59896,1,48.0,81.54,207.0
59897,4,111.0,170.42249999999999,342.25
59898,4,107.0,170.315,336.25
59899,1,45.0,70.52,250.0
59900,4,134.75,217.1525,429.75
59901,2,50.5,84.81,257.5
59902,3,51.0,95.94,303.0
59903,1,38.0,66.14,244.0
59904,3,46.0,87.85000000000001,244.66666666666666
59905,1,361.0,535.14,710.0
59906,2,228.0,353.235,504.5
59907,2,53.5,97.545,266.5
59909,2,43.0,87.01,169.5
59910,2,233.0,320.83500000000004,486.5
59911,2,192.0,280.23499999999996,433.0
59912,1,246.0,310.59,523.0
59913,1,81.0,131.2,339.0
59914,2,155.0,209.22500000000002,329.0
59915,1,81.0,132.2,344.0
59916,1,457.0,629.36,786.0
59919,1,237.0,302.21,511.0
59921,1,142.0,198.2,366.0
59923,1,137.0,195.76,359.0
59924,1,129.0,204.35,354.0
59925,1,897.0,1063.96,1194.0
59928,1,435.0,617.54,855.0
59929,1,47.0,76.29,171.0
59930,1,400.0,559.82,775.0
59934,1,403.0,564.64,730.0
59937,1,0.0,33.84,210.0
59940,2,6.5,24.19,110.5
59941,1,880.0,1067.89,1173.0
59947,1,108.0,147.97,365.0
59948,1,118.0,178.51,415.0
59949,3,57.0,102.44666666666666,262.0
59950,2,18.5,34.105,120.0
59951,1,0.0,7.93,63.0
59954,1,22.0,40.72,60.0
59955,1,0.0,8.04,61.0
59956,2,33.5,55.80500000000001,134.0
59957,2,70.0,101.3,206.5
59958,1,880.0,1031.71,1241.0
59959,1,0.0,6.78,68.0
59960,3,227.33333333333334,301.65333333333336,478.6666666666667
59962,1,231.0,323.15,547.0
59963,1,111.0,151.95,316.0
59964,1,81.0,152.75,293.0
59970,2,49.5,101.30000000000001,325.5
59973,1,880.0,1036.33,1250.0
59974,2,46.5,75.16,175.5
59975,1,46.0,101.85,238.0
59977,3,102.0,143.60333333333332,325.6666666666667
59979,4,62.25,99.7775,267.75
59986,1,65.0,89.69,263.0
59987,1,71.0,106.16,255.0
59988,1,58.0,84.68,253.0
59990,2,74.0,100.80000000000001,260.5
59992,1,69.0,115.65,258.0
59997,1,45.0,85.75,297.0
60000,1,423.0,583.31,751.0
60004,1,19.0,52.58,154.0
60006,1,405.0,538.19,717.0
60008,1,394.0,543.41,716.0
60009,1,109.0,159.79,322.0
60010,1,400.0,540.89,711.0
60011,1,7.0,26.95,104.0
60013,3,340.0,453.80333333333334,650.6666666666666
60016,1,283.0,404.7,633.0
60017,1,37.0,75.54,191.0
60018,1,229.0,312.07,539.0
60022,1,213.0,300.28,510.0
60027,1,403.0,590.69,766.0
60028,1,14.0,29.86,140.0
60032,1,430.0,624.19,819.0
60035,1,30.0,62.56,249.0
60040,1,124.0,161.92,269.0
60041,1,50.0,69.32,87.0
60046,1,55.0,78.97,132.0
60047,2,594.0,714.785,931.0
60048,1,87.0,114.78,280.0
60050,1,14.0,48.17,133.0
60051,1,131.0,189.09,360.0
60053,1,42.0,56.16,87.0
60054,1,0.0,10.62,78.0
60055,1,4.0,27.55,125.0
60059,1,110.0,156.44,365.0
60060,2,94.0,133.82999999999998,309.5
60061,1,83.0,113.21,279.0
60063,3,59.0,85.95,211.66666666666666
60064,1,43.0,72.29,244.0
60065,1,44.0,74.77,241.0
60066,2,55.5,102.53,259.0
60067,4,52.5,87.88,213.75
60069,3,128.0,189.07000000000002,335.6666666666667
60071,1,46.0,112.17,253.0
60072,1,266.0,330.61,480.0
60075,2,37.5,84.125,253.5
60077,3,13.0,35.7,117.33333333333333
60079,1,96.0,136.34,373.0
60081,1,78.0,105.2,305.0
60082,2,54.5,116.295,276.5
60084,1,24.0,67.27,216.0
60085,1,21.0,33.82,65.0
60088,1,0.0,7.5,57.0
60090,1,38.0,64.22,219.0
60091,3,50.333333333333336,90.53666666666668,241.0
60092,1,15.0,35.42,181.0
60093,1,100.0,134.82,250.0
60096,1,54.0,84.18,242.0
60097,1,1.0,13.45,78.0
60098,1,52.0,98.35,241.0
60100,1,18.0,28.55,47.0
60103,2,18.5,29.27,123.5
60105,1,26.0,55.25,201.0
60110,2,65.0,92.895,223.0
60113,1,47.0,78.29,227.0
60114,1,279.0,344.14,537.0
60117,2,179.5,250.44,412.5
60118,1,44.0,63.0,188.0
60121,1,42.0,72.92,143.0
60123,1,37.0,65.75,131.0
60125,1,52.0,86.28,301.0
60128,2,30.5,56.870000000000005,160.5
60130,1,0.0,15.08,81.0
60133,1,24.0,92.99,217.0
60136,1,1037.0,1216.08,1393.0
60137,1,1019.0,1207.17,1391.0
60143,1,57.0,77.65,170.0
60145,1,62.0,92.74,328.0
60146,1,50.0,95.72,230.0
60147,2,57.5,95.03,242.0
60148,2,27.0,45.485,142.0
60149,2,29.0,56.334999999999994,188.5
60150,2,211.5,275.585,423.5
60151,3,66.66666666666667,94.45333333333333,246.33333333333334
60152,1,107.0,134.23,304.0
60153,2,215.5,272.225,397.0
60154,1,0.0,4.0,27.0
60155,1,179.0,254.23,514.0
60157,1,93.0,134.87,302.0
60158,2,92.0,128.01,299.5
60159,2,134.0,217.54,373.5
60161,1,114.0,172.43,316.0
60162,1,58.0,99.49,292.0
60165,2,60.0,93.61999999999999,270.5
60167,1,186.0,253.09,469.0
60168,1,141.0,235.77,411.0
60169,1,40.0,67.66,277.0
60170,1,138.0,201.72,409.0
60172,1,64.0,90.15,219.0
60175,1,0.0,14.49,136.0
60181,1,81.0,113.47,323.0
60182,1,63.0,103.95,257.0
60191,1,64.0,98.3,246.0
60192,1,68.0,107.39,244.0
60194,1,47.0,97.56,280.0
60197,2,76.0,100.895,219.5
60198,1,77.0,119.49,267.0
60200,1,109.0,143.1,267.0
60203,1,13.0,38.13,115.0
60204,1,63.0,103.95,267.0
60208,1,80.0,101.11,173.0
60216,1,69.0,93.75,176.0
60217,1,46.0,67.28,187.0
60219,1,0.0,80.24,308.0
60220,1,40.0,53.2,121.0
60221,2,28.5,39.45,85.0
60222,1,0.0,12.99,141.0
60223,1,38.0,57.3,121.0
60224,1,37.0,65.04,116.0
60226,1,80.0,99.02,159.0
60227,1,1097.0,1295.35,1478.0
60228,1,201.0,262.7,499.0
60229,1,64.0,103.98,188.0
60233,2,26.5,72.755,221.5
60234,1,36.0,81.75,300.0
60235,1,18.0,30.23,63.0
60236,1,33.0,70.43,249.0
60237,1,0.0,13.42,88.0
60239,1,29.0,52.28,185.0
60240,1,36.0,65.05,327.0
60241,2,47.0,69.215,207.0
60243,1,1074.0,1259.58,1487.0
60244,3,141.33333333333334,189.64000000000001,357.3333333333333
60245,1,78.0,103.39,257.0
60246,1,180.0,233.51,372.0
60247,2,189.5,245.9,487.5
60248,1,37.0,97.24,340.0
60250,1,401.0,512.15,665.0
60252,2,41.5,76.32,185.0
60253,2,37.5,54.62,140.0
60254,2,62.5,126.445,300.0
60255,1,0.0,51.95,319.0
60256,1,0.0,3.0,11.0
60257,3,64.0,101.24333333333334,280.0
60258,1,102.0,171.69,345.0
60259,3,53.666666666666664,121.76333333333332,266.0
60260,1,57.0,107.81,254.0
60261,1,96.0,179.01,340.0
60262,1,93.0,132.02,281.0
60263,1,101.0,172.17,344.0
60264,1,22.0,81.18,345.0
60271,1,105.0,176.9,331.0
60274,1,78.0,120.96,352.0
60275,1,117.0,145.12,323.0
60277,1,47.0,70.24,119.0
60278,2,57.0,95.965,235.5
60279,1,28.0,58.44,155.0
60282,1,84.0,121.49,279.0
60287,1,1105.0,1300.25,1465.0
60288,2,16.0,28.06,77.5
60307,1,77.0,111.25,278.0
60310,3,67.0,109.86333333333334,284.0
60311,2,37.5,51.87,111.0
60312,1,1.0,17.07,74.0
60313,1,39.0,52.81,124.0
60314,2,22.5,43.37,91.0
60315,2,71.0,122.00999999999999,226.0
60316,2,615.5,733.065,865.5
60317,1,33.0,65.66,271.0
60320,1,33.0,60.4,184.0
60321,1,97.0,128.43,256.0
60322,1,53.0,100.26,273.0
60325,1,110.0,153.24,381.0
60327,4,83.25,120.22999999999999,316.0
60328,1,0.0,5.87,15.0
60329,3,65.66666666666667,104.63333333333333,295.0
60330,1,111.0,160.67,374.0
60332,2,69.5,128.325,336.0
60333,1,105.0,158.55,390.0
60334,1,34.0,52.93,221.0
60335,1,83.0,128.95,344.0
60336,3,47.666666666666664,90.88333333333334,268.0
60337,1,1116.0,1307.75,1560.0
60338,2,146.5,208.695,401.0
60339,4,162.0,216.42499999999998,371.25
60341,1,276.0,407.82,560.0
60342,2,73.0,137.86,349.0
60343,3,106.66666666666667,163.72666666666666,302.0
60344,1,123.0,168.92,342.0
60345,1,99.0,158.5,291.0
60346,2,72.5,133.34,298.0
60347,1,69.0,121.48,270.0
60348,2,155.0,234.6,406.0
60350,1,15.0,34.93,127.0
60352,1,108.0,165.43,413.0
60354,1,48.0,80.62,257.0
60357,1,73.0,99.41,321.0
60361,2,35.5,64.03,230.0
60362,2,107.0,168.755,367.0
60363,1,35.0,94.77,258.0
60364,3,64.66666666666667,125.85666666666667,294.3333333333333
60367,1,80.0,140.7,293.0
60368,1,115.0,150.62,266.0
60370,2,31.0,73.78,215.0
60372,1,72.0,122.55,287.0
60373,1,90.0,123.47,232.0
60375,1,157.0,218.82,407.0
60376,1,29.0,61.69,174.0
60379,1,48.0,80.15,230.0
60381,1,176.0,243.72,406.0
60386,1,153.0,213.5,403.0
60387,1,43.0,77.38,266.0
60388,1,0.0,20.85,103.0
60392,1,205.0,273.95,505.0
60398,1,87.0,140.83,328.0
60400,1,29.0,39.79,110.0
60401,1,0.0,8.18,63.0
60403,1,53.0,111.36,249.0
60406,2,38.5,51.309999999999995,94.5
60407,2,643.5,773.975,938.5
60408,2,162.0,227.185,429.5
60409,2,138.0,211.54500000000002,343.0
60410,1,4.0,41.66,212.0
60411,3,528.6666666666666,644.4666666666667,820.3333333333334
60413,3,122.33333333333333,185.38666666666666,373.6666666666667
60414,2,145.5,225.215,355.0
60416,2,164.5,239.11499999999998,432.5
60417,1,268.0,401.59,566.0
60418,3,75.33333333333333,109.32666666666667,262.3333333333333
60419,1,190.0,288.84,455.0
60420,2,599.5,708.985,838.0
60422,3,73.33333333333333,130.98000000000002,347.0
60423,1,53.0,80.39,231.0
60425,3,126.66666666666667,177.84333333333333,359.6666666666667
60427,3,98.0,158.85333333333332,289.6666666666667
60429,1,164.0,296.5,515.0
60431,1,26.0,57.11,226.0
60432,1,0.0,7.09,12.0
60435,2,49.0,82.575,249.0
60437,3,34.666666666666664,57.843333333333334,181.33333333333334
60438,3,134.0,189.21,418.6666666666667
60439,1,51.0,75.65,220.0
60440,2,90.0,163.45,359.5
60441,2,99.0,170.835,348.5
60442,1,14.0,63.77,227.0
60443,2,80.0,136.805,296.5
60446,1,0.0,20.52,163.0
60447,1,199.0,311.72,458.0
60448,1,52.0,100.95,319.0
60452,1,124.0,163.41,310.0
60453,1,1.0,19.63,88.0
60456,1,175.0,249.88,459.0
60458,1,169.0,276.15,459.0
60460,3,82.66666666666667,135.08333333333334,266.0
60462,1,65.0,130.23,290.0
60463,1,366.0,458.04,693.0
60464,1,44.0,53.52,79.0
60465,1,26.0,42.55,114.0
60467,1,265.0,372.15,603.0
60469,1,70.0,96.66,260.0
60470,1,15.0,39.3,205.0
60474,2,113.0,153.75,346.0
60475,1,149.0,203.51,351.0
60481,1,0.0,15.59,123.0
60484,1,27.0,80.11,220.0
60485,1,165.0,277.09,482.0
60487,1,60.0,89.81,241.0
60490,1,0.0,9.89,104.0
60491,1,5.0,16.43,70.0
60493,1,108.0,141.15,310.0
60497,3,513.6666666666666,642.2133333333333,790.3333333333334
60499,2,137.5,207.895,380.0
60501,1,6.0,34.96,126.0
60504,1,164.0,227.83,452.0
60505,1,70.0,114.79,251.0
60507,1,122.0,201.67,413.0
60509,1,68.0,105.22,276.0
60510,1,124.0,168.35,383.0
60511,1,8.0,18.22,37.0
60512,1,32.0,75.16,253.0
60513,1,104.0,129.83,303.0
60514,2,67.5,104.22,287.5
60516,2,129.5,196.135,348.5
60518,1,6.0,17.74,41.0
60522,1,99.0,146.86,276.0
60523,1,35.0,61.53,184.0
60524,2,58.0,81.54499999999999,204.5
60525,1,11.0,40.1,216.0
60526,1,80.0,104.52,280.0
60527,1,80.0,155.4,270.0
60528,1,84.0,109.47,307.0
60529,2,70.0,133.885,284.0
60530,2,35.5,72.005,234.5
60531,3,468.6666666666667,567.7433333333333,731.3333333333334
60533,1,54.0,99.13,232.0
60534,1,0.0,4.43,14.0
60537,1,12.0,19.98,30.0
60538,2,155.5,210.13,394.5
60540,1,64.0,124.22,310.0
60541,2,61.5,117.05,265.5
60543,3,59.333333333333336,133.91,318.6666666666667
60545,1,64.0,134.96,302.0
60547,1,79.0,165.7,314.0
60548,2,48.5,89.18499999999999,208.0
60549,1,68.0,136.81,310.0
60550,1,130.0,188.86,406.0
60551,1,65.0,118.28,286.0
60552,1,121.0,187.08,402.0
60554,1,89.0,173.27,376.0
60557,4,79.75,125.04750000000001,283.75
60559,1,82.0,194.5,384.0
60563,1,66.0,144.21,379.0
60565,1,67.0,193.91,384.0
60567,1,58.0,157.14,380.0
60568,2,415.0,513.645,677.0
60569,1,91.0,158.0,287.0
60570,1,57.0,89.58,245.0
60571,1,118.0,184.85,380.0
60572,1,141.0,183.76,378.0
60578,1,154.0,201.94,429.0
60579,1,8.0,28.95,106.0
60580,1,104.0,147.68,259.0
60582,1,164.0,220.94,369.0
60584,1,49.0,86.06,173.0
60585,3,49.666666666666664,89.90333333333332,209.33333333333334
60586,1,95.0,143.7,297.0
60587,1,108.0,136.32,289.0
60588,1,51.0,84.47,307.0
60590,1,88.0,135.14,284.0
60591,1,56.0,111.18,323.0
60592,2,669.5,779.8900000000001,886.5
60593,1,63.0,91.01,246.0
60594,2,19.0,40.015,123.0
60595,2,28.0,45.2,126.5
60596,2,688.5,825.28,966.0
60597,1,54.0,93.9,229.0
60598,1,95.0,164.59,368.0
60599,1,58.0,98.59,238.0
60600,1,0.0,17.22,140.0
60601,2,46.5,80.605,262.5
60602,1,57.0,90.36,237.0
60603,1,121.0,186.64,378.0
60604,1,5.0,22.09,117.0
60605,1,97.0,167.03,368.0
60606,2,82.5,129.41,287.0
60607,2,108.5,167.98000000000002,364.0
60608,2,49.0,96.99499999999999,263.5
60609,3,71.33333333333333,118.74666666666667,284.0
60610,2,37.5,70.57,197.5
60611,2,107.0,179.09,370.0
60612,1,143.0,199.22,455.0
60615,2,84.5,146.235,364.0
60617,1,81.0,163.65,322.0
60618,1,76.0,166.42,320.0
60620,1,73.0,153.43,321.0
60621,1,126.0,156.63,279.0
60622,1,71.0,140.86,315.0
60623,1,33.0,50.31,195.0
60624,1,34.0,65.66,164.0
60628,2,76.0,120.815,266.5
60631,1,86.0,137.48,349.0
60633,1,65.0,112.76,272.0
60634,2,522.5,664.25,761.5
60635,1,25.0,62.64,177.0
60637,1,22.0,49.26,273.0
60638,1,64.0,105.19,268.0
60639,2,70.5,119.41499999999999,301.0
60640,2,76.5,128.28,274.5
60642,2,78.0,121.16499999999999,267.5
60643,2,37.5,59.925,154.0
60645,1,79.0,131.08,281.0
60646,1,8.0,23.79,91.0
60647,1,55.0,79.11,135.0
60651,1,66.0,110.32,284.0
60655,1,28.0,54.72,209.0
60657,1,24.0,61.21,202.0
60658,1,72.0,99.14,168.0
60662,1,129.0,186.56,407.0
60664,1,63.0,146.39,297.0
60665,1,748.0,892.27,1104.0
60667,4,87.0,138.565,289.25
60668,1,65.0,81.49,164.0
60669,2,8.0,35.69,185.0
60670,2,714.5,846.27,973.5
60671,1,37.0,52.67,115.0
60672,1,28.0,50.61,196.0
60677,1,1428.0,1662.31,1849.0
60681,2,25.5,51.555,135.5
60683,1,83.0,113.29,315.0
60684,2,34.5,72.995,224.5
60687,1,44.0,86.23,230.0
60689,2,98.5,133.79,332.0
60690,1,219.0,305.61,635.0
60691,2,82.5,136.975,344.5
60692,4,412.5,512.345,696.75
60693,1,69.0,150.52,321.0
60694,4,104.75,161.02499999999998,347.0
60695,1,41.0,70.06,227.0
60696,3,101.66666666666667,173.85333333333335,322.3333333333333
60697,1,38.0,66.65,223.0
60698,3,116.0,197.02999999999997,347.6666666666667
60699,2,159.0,236.245,428.0
60700,2,83.0,118.78999999999999,212.5
60701,3,64.33333333333333,96.56,176.66666666666666
60702,1,78.0,100.4,265.0
60703,1,62.0,101.32,254.0
60704,2,95.0,164.10500000000002,336.0
60705,1,13.0,34.2,198.0
60707,3,479.6666666666667,570.36,678.6666666666666
60708,1,54.0,84.81,244.0
60709,2,69.0,120.015,270.5
60710,2,51.5,84.53,218.5
60711,3,518.6666666666666,640.5966666666667,797.3333333333334
60712,2,7.5,39.745,198.0
60713,1,24.0,71.1,293.0
60717,2,44.0,92.89500000000001,222.5
60719,1,80.0,111.17,226.0
60724,1,51.0,85.68,368.0
60726,5,37.6,76.78,248.2
60727,2,68.5,134.585,336.0
60729,2,19.0,74.535,239.0
60730,1,82.0,108.82,164.0
60731,2,62.0,127.78999999999999,290.5
60733,2,34.0,78.775,244.0
60735,1,37.0,67.04,199.0
60736,1,83.0,127.98,296.0
60739,1,25.0,49.76,176.0
60741,1,25.0,55.87,172.0
60742,1,745.0,883.85,1074.0
60743,2,352.5,431.63,568.0
60744,1,171.0,265.66,372.0
60745,1,0.0,66.26,295.0
60746,1,585.0,687.79,799.0
60747,1,169.0,296.84,407.0
60748,1,133.0,204.25,405.0
60750,1,61.0,136.21,289.0
60757,1,147.0,219.89,485.0
60760,1,19.0,36.64,93.0
60763,1,1.0,20.91,192.0
60764,1,34.0,59.92,252.0
60765,1,41.0,55.32,113.0
60767,1,67.0,106.29,204.0
60768,1,42.0,60.16,112.0
60769,1,25.0,50.91,212.0
60770,1,46.0,94.68,173.0
60771,1,58.0,127.47,405.0
60776,1,112.0,146.38,233.0
60777,1,23.0,38.06,147.0
60778,1,20.0,42.58,134.0
60780,2,54.5,71.69000000000001,158.5
60782,1,108.0,157.89,298.0
60783,2,110.0,179.25,318.5
60784,1,101.0,132.26,297.0
60785,1,49.0,124.29,302.0
60786,1,137.0,210.92,352.0
60788,1,109.0,137.93,266.0
60789,2,97.5,144.635,297.0
60790,1,195.0,303.76,459.0
60792,2,112.5,195.58499999999998,351.5
60793,1,59.0,85.74,254.0
60794,1,179.0,313.09,457.0
60795,5,352.4,456.184,621.4
60797,2,55.5,130.495,291.0
60798,2,45.0,72.685,208.0
60800,1,54.0,73.1,225.0
60801,2,45.0,70.75,218.5
60802,2,59.0,92.38499999999999,285.0
60804,2,31.0,60.989999999999995,230.0
60809,3,65.66666666666667,104.41333333333334,278.0
60810,2,50.0,114.995,287.0
60811,1,85.0,115.09,230.0
60813,1,127.0,185.05,416.0
60816,1,35.0,73.46,303.0
60817,1,85.0,169.28,347.0
60819,1,7.0,33.34,152.0
60820,2,50.0,100.385,315.5
60822,1,30.0,108.72,322.0
60823,2,33.0,88.935,223.5
60824,1,27.0,57.64,225.0
60828,1,194.0,297.85,488.0
60830,1,71.0,107.82,258.0
60833,1,89.0,144.89,461.0
60836,1,31.0,99.77,314.0
60846,1,0.0,6.01,32.0
60847,1,58.0,72.11,92.0
60849,1,83.0,146.06,287.0
60852,1,1546.0,1825.19,1973.0
60854,2,15.0,28.580000000000002,116.0
60857,1,99.0,131.8,285.0
60858,1,61.0,90.57,167.0
60859,1,103.0,134.08,281.0
60861,2,19.5,51.485,182.5
60862,2,38.5,58.21,184.0
60863,1,0.0,10.41,130.0
60865,1,89.0,122.42,291.0
60867,1,40.0,70.18,230.0
60868,1,43.0,73.0,332.0
60872,2,16.5,29.905,88.5
60875,1,26.0,48.42,98.0
60877,3,328.6666666666667,392.93666666666667,559.3333333333334
60878,1,168.0,242.38,618.0
60879,1,192.0,294.8,457.0
60880,3,34.333333333333336,60.73333333333333,174.33333333333334
60881,2,114.5,192.045,299.0
60882,2,107.0,193.365,350.5
60883,1,84.0,125.49,310.0
60885,2,213.0,351.525,519.0
60886,1,49.0,70.38,221.0
60887,2,32.5,60.49,200.0
60891,1,182.0,305.39,481.0
60895,1,55.0,111.58,299.0
60896,1,10.0,18.25,27.0
60900,1,100.0,128.14,268.0
60903,1,5.0,29.8,146.0
60904,2,32.5,56.905,241.0
60906,1,2.0,26.38,158.0
60908,1,72.0,119.98,224.0
60911,1,93.0,177.97,401.0
60915,1,23.0,61.01,251.0
60920,1,38.0,68.05,153.0
60934,1,126.0,191.15,348.0
60937,1,32.0,46.44,65.0
60940,1,20.0,29.94,45.0
60942,1,65.0,97.8,268.0
60946,1,54.0,74.77,134.0
60948,2,520.5,627.1999999999999,864.0
60950,1,140.0,170.75,354.0
60955,1,47.0,83.11,230.0
60958,1,269.0,418.25,545.0
60962,1,2.0,11.33,33.0
60963,1,890.0,1047.56,1271.0
60965,2,22.0,44.714999999999996,174.0
60966,2,599.0,752.75,957.5
60967,1,43.0,89.17,225.0
60968,1,220.0,319.8,491.0
60969,1,45.0,67.37,238.0
60970,2,59.5,89.875,220.0
60972,2,34.5,74.31,270.5
60975,1,29.0,48.29,215.0
60976,2,162.5,236.92,427.5
60977,3,119.0,196.31999999999996,361.3333333333333
60979,2,135.0,247.875,395.0
60981,1,38.0,70.44,210.0
60982,1,52.0,72.02,162.0
60987,1,3.0,12.62,29.0
60995,1,54.0,68.68,136.0
60998,2,47.5,66.225,189.5
61004,1,20.0,48.22,204.0
61006,1,45.0,71.87,244.0
61016,1,0.0,5.99,26.0
61030,1,21.0,34.05,102.0
61033,1,57.0,87.9,254.0
61035,1,0.0,5.7,36.0
61037,2,522.0,635.125,845.0
61038,1,31.0,62.8,214.0
61044,1,709.0,830.68,1000.0
61051,1,0.0,6.68,64.0
61052,2,461.5,555.1,714.5
61053,1,95.0,130.53,225.0
61054,1,91.0,131.38,285.0
61055,2,51.5,93.31,213.5
61057,1,72.0,108.79,290.0
61061,1,21.0,58.7,247.0
61062,1,43.0,61.76,217.0
61064,1,77.0,137.13,267.0
61065,1,34.0,49.34,123.0
61066,1,114.0,155.46,300.0
61068,1,92.0,145.04,279.0
61069,1,764.0,894.95,1104.0
61071,1,76.0,99.43,143.0
61072,1,120.0,152.48,323.0
61073,1,52.0,95.49,225.0
61079,1,79.0,110.16,325.0
61083,1,33.0,60.45,178.0
61090,1,84.0,118.55,269.0
61095,1,69.0,108.35,265.0
61098,1,97.0,150.37,334.0
61100,1,95.0,133.75,251.0
61101,1,597.0,705.15,808.0
61109,1,47.0,86.07,226.0
61123,2,44.5,58.47,114.0
61127,1,41.0,79.82,230.0
61128,1,67.0,93.56,258.0
61131,1,713.0,829.78,1046.0
61133,1,3.0,28.63,148.0
61136,2,45.0,76.35,174.5
61137,1,67.0,103.54,238.0
61138,2,43.5,68.66499999999999,211.5
61140,1,46.0,93.64,220.0
61144,1,0.0,5.46,51.0
61145,2,69.0,101.94999999999999,287.5
61152,1,28.0,52.64,202.0
61153,1,0.0,20.16,97.0
61157,1,85.0,111.5,305.0
61158,1,81.0,141.73,303.0
61159,1,0.0,15.77,136.0
61160,2,33.0,68.17,160.5
61162,2,46.5,104.57,282.5
61166,1,9.0,17.29,26.0
61169,1,14.0,28.48,86.0
61173,1,0.0,3.41,7.0
61180,1,19.0,29.2,53.0
61182,1,13.0,42.69,239.0
61185,1,141.0,177.16,254.0
61190,2,13.0,43.295,187.0
61192,1,0.0,9.87,69.0
61195,1,0.0,5.06,16.0
61197,1,29.0,71.44,224.0
61199,1,4.0,17.35,88.0
61202,1,0.0,7.79,74.0
61204,1,547.0,658.61,879.0
61209,1,42.0,88.48,239.0
61210,1,31.0,47.7,101.0
61211,1,39.0,97.53,235.0
61214,1,40.0,99.05,234.0
61215,1,10.0,36.88,133.0
61218,2,400.0,480.575,664.0
61219,1,68.0,92.77,262.0
61220,1,765.0,891.69,1096.0
61222,3,35.0,58.1,161.0
61224,1,48.0,78.23,169.0
61231,1,45.0,60.72,115.0
61235,1,97.0,126.8,292.0
61236,2,409.0,495.21500000000003,690.0
61238,1,79.0,104.48,233.0
61241,1,53.0,102.59,254.0
61243,1,102.0,165.85,385.0
61245,1,100.0,204.87,370.0
61246,1,61.0,147.8,330.0
61248,1,54.0,118.24,322.0
61251,1,109.0,156.21,440.0
61253,1,53.0,120.74,266.0
61254,1,39.0,63.99,208.0
61257,1,11.0,37.03,182.0
61260,1,106.0,161.01,210.0
61261,1,619.0,773.97,1049.0
61262,1,9.0,33.8,183.0
61282,1,26.0,56.61,238.0
61289,1,30.0,52.9,205.0
61297,1,62.0,109.49,244.0
61298,1,73.0,98.9,259.0
61303,1,42.0,52.54,128.0
61305,1,56.0,76.49,130.0
61307,1,48.0,65.58,114.0
61308,3,301.3333333333333,359.3766666666667,507.6666666666667
61309,1,29.0,50.13,161.0
61310,1,39.0,104.11,237.0
61320,1,26.0,44.34,132.0
61322,1,728.0,882.1,1096.0
61324,1,41.0,57.82,135.0
61325,1,120.0,174.41,341.0
61326,1,73.0,113.37,276.0
61327,1,92.0,142.02,310.0
61328,2,441.5,521.86,668.5
61329,2,133.0,198.095,365.0
61330,1,91.0,159.9,305.0
61333,1,86.0,134.92,304.0
61334,1,82.0,151.1,302.0
61335,1,133.0,185.96,389.0
61337,1,122.0,212.62,388.0
61341,1,76.0,146.59,347.0
61344,1,52.0,98.96,299.0
61353,1,20.0,43.24,157.0
61356,1,15.0,38.72,250.0
61364,1,0.0,24.17,192.0
61382,1,0.0,27.29,225.0
61393,1,0.0,30.41,218.0
61395,1,143.0,220.47,443.0
61397,1,149.0,251.82,436.0
61399,1,145.0,239.99,424.0
61404,1,66.0,100.44,311.0
61405,1,99.0,133.43,363.0
61406,1,135.0,173.04,353.0
61407,1,93.0,127.88,360.0
61408,2,799.5,988.165,1197.0
61412,1,60.0,104.23,254.0
61414,1,52.0,98.48,257.0
61415,2,446.5,559.835,813.5
61417,1,178.0,249.52,436.0
61418,1,43.0,65.56,243.0
61419,1,112.0,208.68,381.0
61420,1,138.0,193.61,367.0
61422,1,146.0,229.57,375.0
61423,1,150.0,235.96,379.0
61425,2,129.5,185.245,353.0
61427,1,119.0,207.9,371.0
61433,1,128.0,185.9,371.0
61434,2,43.0,71.15,279.5
61436,1,50.0,81.51,298.0
61441,1,103.0,145.32,321.0
61451,2,90.0,147.71,317.5
61488,1,881.0,1041.79,1245.0
61502,1,130.0,230.14,461.0
61505,1,60.0,105.32,347.0
61513,1,157.0,208.75,529.0
61587,1,217.0,311.01,538.0
61591,1,199.0,291.17,529.0
61592,1,199.0,300.22,527.0
